https://beerandbrewing.com/review/galaxy-dh-funk-yo-couch/,Wiley Roots Galaxy DH Funk Yo Couch,https://images.ctfassets.net/qe08557i7rmu/3ZRK6BVaneoyWoGkykOUeo/77366fe9d633afb3eeedecb1ee87206c/Wiley_Roots_Galaxy_Funk_Yo_Couch_18-07-18_CBB_Issue28-103_6x10.jpg?w=600,100,Mixed Fermentation Farmhouse ale,6.0,15,12,3,20,5,"Tart farmhouse saison fermented with wild captured Brettanomyces, dry hopped with more than 1 pound per barrel of Australian Galaxy hops. Winner of a gold medal at the 2017 GABF.","Very fruity hops and ester aroma with passion fruit, peach, pear, and apple. Behind that’s there’s tangerine, lemon, and a touch of herbal. Spicy phenols, light Brett funk. Slight leather.",Very juicy hops flavor with a mix of tropical and citrus. Moderately low sweetness with moderately high sour that fades into a dry finish. The body supports the beer with a malt character that seems a bit toothier than others in the category. Light Brett funk and tart. Lingering aftertaste of sweet fruit balanced with light tartness. Acidity is masterful placed to accentuate the fruit flavors from the hops.,"Almost a fruit-cocktail blend with some funk, but it all finishes nice and dry and drinkable. A fantastic beer that delivers an ultimately satisfying hops character with a beautifully crafted mixed-fermentation funky farmhouse base.",https://beerandbrewing.com/print/6DfUF4jaq4SUKYiQMa6ou0/cbb-beer-review/galaxy-dh-funk-yo-couch,Galaxy DH Funk Yo Couch,Wiley Roots
https://beerandbrewing.com/review/number-of-the-beast-coconut-edition/,The Lost Abbey Number of the Beast Coconut Edition,https://images.ctfassets.net/qe08557i7rmu/25PTKYa5d6yuswaAWsaGo8/d247f3babd7bf02309fba6aa885372b8/Lost_Abbey_Number_of_the_Beast_Coconut_18-07-18_CBB_Issue28-082_6x10.jpg?w=600,98,Quadrupel,14.0,18,12,3,19,5,"A bourbon barrel–aged quad brewed with raisins, coconut, cinnamon, and chiles (for spice, but not heat), this beer is a beast in and of itself. An initial malty sweetness leads to complex levels of cinnamon and spices, with hints of oak and coconut, with a finish reminiscent of an oatmeal raisin cookie.","Cinnamon and chile spice up front. Notes of dark fruit, raisins, and prunes. Oak and sweet bourbon. Coconut. All these flavors blend nicely.","Cinnamon, chocolate, raisins, plum, and notes of sweet coconut all dance around in this beer. It is sweet, but not too sweet. Oak and bourbon with hints of vanilla also are present. The complex flavor carries through to the finish with no one flavor is overpowering.","All of the flavors blended together without one overtaking the other. Well-balanced among sweet cake, chiles, spiciness, and alcohol. Lots going on, but melds well and is tasty. Understatement is a good thing.",https://beerandbrewing.com/print/2O37lSaRWwqGOUmeCuIMqI/cbb-beer-review/number-of-the-beast-coconut-edition,Number of the Beast Coconut Edition,The Lost Abbey
https://beerandbrewing.com/review/wealth-and-taste/,Deep Ellum Wealth & Taste,https://images.ctfassets.net/qe08557i7rmu/KRWIE4GG6OOaGIQMekEyC/55e8e62c8cc5624860a7699dfcecd431/Deep_Ellum_Wealth_and_Taste_18-07-18_CBB_Issue28-073_6x10.jpg?w=600,98,Quadrupel,10.5,25,12,3,20,4,"This beer’s journey begins in new American oak barrels, matures in French chardonnay oak barrels, and finishes fermentation with Viognier white-wine grapes. The oak tones gambol with floral aromas, grapefruit, tastes of apricot, and subtle hops bitterness.","Moderate oak and vanilla up front with bit of peach hiding in the background. A touch of bready malt sweetness. Rich spicy phenols: clove, pepper, fenugreek (maple).",The flavor is bigger than the aroma with more vanilla. It comes together like a peach pie. Moderate sweetness that fades into a finish where there’s a bit of spice from the oak tannins and alcohol. A light Brett characteristic in the middle is super interesting and has a touch of horse blanket.,Well-made beer where the barrel and the beer itself enhance each other. This beer was fun. The barrel notes of oak and vanilla blended well with the honey and fruit character of the Belgian golden ale,https://beerandbrewing.com/print/1ij5o2KFQEEowcQOMa08oI/cbb-beer-review/wealth-and-taste,Wealth & Taste,Deep Ellum
https://beerandbrewing.com/review/saison-damitie/,WeldWerks Saison D'Amitie,https://images.ctfassets.net/qe08557i7rmu/5o4Y7ZSQx2wGKYkI2ceqow/b39f5083598e37d1aa6cb1089a2ce02a/Weldwerks_Saison_D_Amitie_18-07-18_CBB_Issue28-067_6x10.jpg?w=600,97,Saison,6.7,37,12,3,19,5,"Notes of honeysuckle, sweet orange peel, and hints of white pepper. A simple malt bill provides the perfect canvas for the complex esters and phenols produced by the warm saison-yeast fermentation. A moderately dry finish with just enough body to maintain balance.","Classic saison aromas: orange, banana, light peppery phenols with grassy hops, bubblegum, and just a bit of bready malt in the background. Subtle but distinctive.","Pepper, orange, banana, clove, bubblegum, grainy malt, balanced, smooth finish that’s a bit on the sweeter side for the style, but certainly not sweet. Aftertaste of spice lingers pleasantly.",Everything is super well-balanced; it’s just pint (or rather taster)-sized. A superbly executed classic saison.,https://beerandbrewing.com/print/6OCp6cZklisiMmwMaM4amy/cbb-beer-review/saison-damitie,Saison D'Amitie,WeldWerks
https://beerandbrewing.com/review/saison-americaine/,Jester King Saison Americaine,https://images.ctfassets.net/qe08557i7rmu/38SZG5wNs4YkSkKsIKMAmC/ac44a72fe52750abbf295da66df7791f/Jester_King_Saison_Americaine_18-07-18_CBB_Issue28-005_6x10.jpg?w=600,97,Mixed Fermentation Saison,5.2,14,12,3,19,5,"Foeder-fermented, acid-forward, American-inspired saison.","Lots of light fruity aromas, especially lemon, backed by wheat character. Berliner-like, but with more flavor and character. Funky barnyard hay.",Lemon tartness and wheat notes followed by moderate barnyard funk. Finishes with lots of light sweet fruit flavors. Has a hint of sour on the back end.,"Well-balanced, tart, modern American interpretation of a tart saison. Wheat character is appropriate and enjoyable. High carbonation adds to the liveliness. Very light and refreshing.",https://beerandbrewing.com/print/53dX8VX9ZmKYgacOIYOYC4/cbb-beer-review/saison-americaine,Saison Americaine,Jester King
https://beerandbrewing.com/review/wizard-burial-ground-2017/,Brewery Vivant Wizard Burial Ground 2017,https://images.ctfassets.net/qe08557i7rmu/4ZkNC3lGWsIkeYe6kQCU42/2527a9b6b864068ca7829f5c8ab90384/Brewery_Vivant_Wizard_Burial_Ground_18-07-18_CBB_Issue28-069_6x10.jpg?w=600,97,Quadrupel,9.0,25,12,3,19,4,"Brewed once a year, this special quad is aged in freshly drained bourbon barrels and disappears into the shadows for a full year of cellaring. This year’s brew becomes next year’s release.","Oak, bourbon, whiskey, and notes of vanilla. Lots of very classic bourbon-barrel aroma up front. Behind that there’s caramel and toasted malt as well as some raisin, plum, prune, dark cherry, and sherry. Some nice malt sweetness in the back.","Nice light sweetness. Notes of vanilla, slight oak, and bourbon hit up front. Sweetness is added with honey and caramel. A little chocolate. Plum, prune, and raisin follow. Finishes sweet with some alcohol heat.","Thank you for a big decadent beer. It’s 90°F outside, but I want to have a glass of this at my fireplace. Share this one.",https://beerandbrewing.com/print/4saKb9srAswyuySS8GsMkA/cbb-beer-review/wizard-burial-ground-2017,Wizard Burial Ground 2017,Brewery Vivant
https://beerandbrewing.com/review/sauv-blanc-golden-ale/,pFriem Sauv Blanc Golden Ale,https://images.ctfassets.net/qe08557i7rmu/1SbF6yki7yU6YS0SUgO0iG/f0394dce35906578ca98edff8b842bd5/pFriem_Sauv_Blanc_Golden_Ale_18-07-18_CBB_Issue28-053_6x10.jpg?w=600,96,Golden Ale,6.9,9,12,3,19,4,"When Belgian tradition meets American innovation, pFriem Sauv Blanc Barrel Aged Golden Ale is born. Bright aromas of guava, watermelon, white nectarine, and baked pear accompany jammy notes of melon, fruit punch, piña colada, berry, and dried lemons.","Oak notes up front with hints of white grape, orange, and lemon. Floral and spicy hops character comes through. A kind of coriander perfume bridges the gap between the citrus up front and the underlying spice. A hint of barnyard funk.","Delicate and bright. There is a light sweetness that carries throughout the taste, then fades into low bitterness and low acidity. Citrus, perfume, and spice with bready malt. Definite Brett character, but enough residual malt that it’s a nice accent. Well-balanced.","This beer drinks like a wine. Delicate and light with some nice fruity notes of white grape, orange, apple, and pear. The barrel character expresses itself in the aroma but not in the flavor. My sample was too small. I want a bottle to take home.",https://beerandbrewing.com/print/uVpgvbXpVmsMmGQ8860eq/cbb-beer-review/sauv-blanc-golden-ale,Sauv Blanc Golden Ale,pFriem
https://beerandbrewing.com/review/jealousy-and-murder/,Burial Beer Jealousy and Murder,https://images.ctfassets.net/qe08557i7rmu/1PwTGiRzdeOmQ6S2Go8GaM/665d19b08fc81cbfcc8c8a8018e9c290/Burial_Jealousy_and_Murder_18-07-18_CBB_Issue28-014_6x10.jpg?w=600,96,Mixed Fermentation Saison,6.3,10,11,3,19,5,"Part 2 of a story told with our good friends at Blackberry Farm Brewery is a mixed-culture saison made with North Carolina barley and spelt, hopped with Saphir hops, and aged with Brettanomyces and Lactobacillus.","Good, moderate lemon tartness. Nice light funk. A bit of Pilsner malt sulfur note over a faint hint of earthy hops. Subtle.",Good flavor of tart lemon without the bracing acidity of others in the category. Light fruity hops. Very dry finish. Subtle funk. Good malt character that doesn’t get lost under the fruit notes from the fermentation and hops. Light lemon crispness with the right balance of complexity and acidity.,"A very pleasant beer. Clean, bright, lemon-forward with a touch of kiwi and lychee in the background and a moderate body, reminiscent of a New Zealand Sauvignon Blanc. I’d match it with a light dinner such as a chicken breast.",https://beerandbrewing.com/print/16RwaAqmAake6syCiioQuu/cbb-beer-review/jealousy-and-murder,Jealousy and Murder,Burial Beer
https://beerandbrewing.com/review/saison-rose/,Ommegang Saison Rose,https://images.ctfassets.net/qe08557i7rmu/52BqhfGkbSqiGm4gUQq2K6/a79603ac29924a7ab7191d3bed00f904/Omegang_Saison_Rose_18-07-18_CBB_Issue28-107_6x10.jpg?w=600,95,Farmhouse ale,7.7,37,12,3,19,5,"This blend of saisons, one aged in oak, the other brewed with hibiscus flowers and co-fermented with chardonnay-grape juice, has aromas of grapefruit and red berries that are followed by a hint of oak. Flavors of sweet berries and lightly tart citrus resolve to subtle oak tannins and spicy Belgian yeast.",Grape and subtle hibiscus aromatics dominate. Slight earthy hops. Perhaps a hint of bready malt. Spicy phenols.,"Classic peppery phenolics. Tart and pleasant hibiscus. Dry, yet subtly sweet, grape flavors. Everything is well-balanced and works well together. Dry, but not harsh finish with a low bitterness and low sour.","Clean, spicy, dry, yet fruity. Well-crafted blend of spicy peppery phenolics and fruit characteristics. Very subtle, well-integrated hibiscus notes. Everything works with everything else.",https://beerandbrewing.com/print/3NphSYzbe840YOyIyOsU4i/cbb-beer-review/saison-rose,Saison Rose,Ommegang
https://beerandbrewing.com/review/petit-poisson/,Little Fish Brewing Petit Poisson,https://images.ctfassets.net/qe08557i7rmu/4XPLEpKukgWe28geQQga8W/b8277fd2f659df12a9a2185056fa75d6/Little_Fish_Petit_Poisson_18-07-18_CBB_Issue28-007_6x10.jpg?w=600,95,Mixed Fermentation Saison,5.2,14,12,3,19,5,"Petit Poisson is a traditional saison, barrel aged 3–6 months and soured before packaging. It won a bronze medal at the 2018 World Beer Cup. Brewed with Ohio Pilsner, wheat, rye, and oats, and hopped with American noble varieties.","Funky Brett is apparent right away, followed by some softer tropical fruit. Effervescent, champagne, lemon. Bright and clean.","Bright lemon and Lacto presence is balanced by a tannic and earthy presence. Good attenuation and carbonation contribute to a classic Belgian digestibility. Brett funk is present, and it’s not just a Lacto bomb. Complex. Lemonhead candy with restrained sweetness.",There’s enough going on here to keep you interested. The funk and earthy notes balance out the moderately restrained acidity. A classic saison.,https://beerandbrewing.com/print/4jM3B3Easw2A8YAMKiGQUQ/cbb-beer-review/petit-poisson,Petit Poisson,Little Fish Brewing
